1;The Rising Sun - Pink;57; Vous êtes dans un désert et vous tombez sur un cube, quelle est sa taille ?; très grand; aussi grand que moi; très petit;
32;The Rising Sun - Orange;56;Être fasciné par une œuvre d'art, quelle est l'image du tableau ?; une caricature; un dessin abstrait; un autoportrait; un paysage
33;The Rising Sun - Orange;56; Si vous pouviez avoir une gomme magique qui efface ce que vous n'aimez pas, qu'effaceriez-vous ?; quiconque; quelqu'un que je n'aime pas; quelqu'un que j'ai aimé il y a des années;
34;The Rising Sun - Orange;56; Un homme s'approche de vous jusqu'à ce que vous regardiez un tableau, que vous dit-il ?; Quelle heure est-il?; Aimes-tu?; je suis l'artiste;
35;The Rising Sun - Orange;56; Un dépanneur sonne à votre porte, quel est son travail ?; hydraulique; électricien; technicien informatique; chaudronnier
36;The Rising Sun - Orange;56; Vous êtes au régime mais cela vous fait souffrir, pourquoi le faites-vous ?; plaire aux autres; Je ne suis pas satisfait de mon apparence physique; faire plaisir à la personne que j'aime;
37;The Rising Sun - Orange;56; Un chien frappe à la porte et vous tend une lettre, que contient-elle ?; bonnes nouvelles; une facture d'électricité en retard; une amende à payer;
38;The Rising Sun - Orange;56;Un perroquet frappe à la porte et vous tend une lettre, que contient-elle ?; bonnes nouvelles; mauvaises nouvelles; un délai très important;
39;The Rising Sun - Orange;56; Un tigre frappe à la porte et vous tend une lettre, que contient-elle ?; bonnes nouvelles; mauvaises nouvelles; un objet mystérieux;
40;The Rising Sun - Orange;56; Un mouton frappe à la porte et vous tend une lettre, que contient-elle ?; bonnes nouvelles; mauvaises nouvelles; un lingot d'or;
41;The Rising Sun - Orange;56; Une tortue frappe à la porte et vous tend une lettre, que contient-elle ?; bonnes nouvelles; mauvaises nouvelles; une pensée d'amour;
42;The Rising Sun - Orange;56; Un étranger vous donne un manuscrit ancien, de quoi s'agit-il ?; il porte des codes secrets; il ramène les directions pour trouver un trésor; anciennes coutumes et traditions;
43;Rocket - Red;46; Avez-vous souvent le sentiment à la fin de la journée que vous n'avez rien fait ?; oui; non; très souvent; quelquefois
44;Rocket - Red;46; Aimes tu le sport?; oui; non; suffisant; pas beaucoup
45;Rocket - Red;46; Vous fâchez-vous si vous n'obtenez pas le résultat que vous vous êtes fixé ?; oui; non; suffisant;
46;Rocket - Red;46; Vous occupez un poste prestigieux ?; oui; non; espérons;
47;Rocket - Red;46;Vous préférez un lieu de villégiature s'il est habituellement fréquenté par quelques VIP ?; Assurément; non, je ne suis pas intéressé; J'aimerais essayer;
48;Rocket - Red;46; Avez-vous tendance à repousser les choses que vous devez faire ?; oui; non; souvent; quelquefois
49;Rocket - Red;46; Enviez-vous les autres personnes qui obtiennent d'excellents résultats ?; oui; non; quelquefois; presque toujours
50;Rocket - Red;46; Vous aimez les voitures de luxe ?; oui; non; suffisant;
51;Rocket - Red;46; Avez-vous déjà eu le sentiment que quelqu'un qui vaut moins que vous a obtenu de meilleurs résultats ?; oui; non; quelquefois; presque toujours
52;Rocket - Red;46; Aimez-vous prendre un sauna?; oui; non; je n'ai jamais essayé;
53;Rocket - Red;46; Allez-vous dans une salle de sport ?; oui; non; Je voudrais;
54;Rocket - Red;46; Vous préférez acheter des vêtements de marque ?; oui; non; quelquefois; presque toujours
55;Rocket - Red;46; Seriez-vous prêt à perdre une amitié pour une excellente opportunité d'emploi ?; oui; non; peut-être;
56;Rocket - Red;46; Travaillez-vous juste pour gagner de l'argent ?; assurément; non; peut-être juste pour ça;
57;Rocket - Red;46; Organisez-vous des soirées ?; oui; non; rarement; très souvent
58;Rocket - Red;46; Préférez-vous vivre dans une villa ou dans un appartement ?; villa; appartement; Je préfère vivre dans une vieille ferme;
59;Rocket - Red;46; Pour Noël, de l'argent ou un cadeau classique ?; argent;cadeau classique; ni;
60;Rocket - Red;46; Vous aimez les enfants?; oui; non; suffisant;
61;Rocket - Purple;45; Vous fréquentez des personnes âgées ?; oui; non; rarement; très souvent
62;Rocket - Purple;45; Prenez-vous du temps loin de vos proches pour le travail ?; oui; non; très souvent; quelquefois
63;Rocket - Purple;45; Vous arrive-t-il de défier un autre automobiliste sur la route ?; oui; non; Dans certains cas, cela m'est arrivé;
64;Rocket - Purple;45; Vous aimez voyager en train ?; oui; non; suffisant;
65;Rocket - Purple;45; Préférez-vous un hôtel 5 étoiles ou des vacances à la ferme?; Hôtel 5 étoiles; vacances à la ferme; ni;
66;Rocket - Purple;45; L'amour est-il plus important que votre carrière ?; oui; non; quelquefois;
67;Rocket - Purple;45; Préférez-vous naître riche avec une vie ennuyeuse ou pauvre avec une vie passionnante ?; riche; pauvre; je ne sais pas;
68;Rocket - Purple;45; Préférez-vous des vacances sur un voilier, un hors-bord ou un petit bateau à rames ?; bateau à voile; vedette; canot à rames;
69;Rocket - Purple;45; Après avoir réussi, que feriez-vous ?; Je penserais au prochain objectif; Je penserais à aider les autres; je ne ferais rien de plus;
70;Rocket - Purple;45; Lequel de ces sports choisiriez-vous ?; base-ball; natation; escrime;
71;Rocket - Purple;45;Préférez-vous habiter :; campagne; Montagne; métropole;
72;Rocket - Purple;45; Comment vous voyez-vous dans 10 ans ?; sur une île des Caraïbes; jouer avec mes enfants; autour du monde pour le travail;
73;Rocket - Purple;45; La résidence de vos rêves ?; une villa en bord de mer; un loft super moderne dans une métropole; un ranch à la campagne;
74;Rocket - Purple;45; Avez-vous essayé d'apprendre une nouvelle langue?; oui; non; oui, mais avec peu d'effort;
75;Rocket - Purple;45; Combien de langues parles-tu?;1;2; 3 ou plus;
76;Rocket - Purple;45; Avez-vous déjà voulu suivre un cours de spécialisation?; non, parce que je ne veux pas m'engager; oui; quelquefois;
77;Rocket - Purple;45; Enviez-vous les autres personnes qui obtiennent d'excellents résultats ?; tous les jours; jamais; rarement;
78;Rocket - Purple;45; Avez-vous tendance à consulter les actualités en ligne plusieurs fois par jour ?; réel; faux; rarement;
79;Rocket - Green;44; Dans la vie, considérez-vous important le soutien d'une personne influente ?; en aucun cas; est d'une importance fondamentale; dans certaines circonstances, il serait important;
80;Rocket - Green;44; Qu'aimeriez-vous apprendre le mois prochain ?; une langue;un instrument de musique; un nouveau métier;
81;Rocket - Green;44; Votre dîner idéal :; dans un endroit chic; dans un restaurant; dans une pizzéria;
82;Rocket - Green;44; Laquelle de ces pierres précieuses préférez-vous ?; diamant; émeraude; rubis;
83;Rocket - Green;44; Quel type de téléphone portable préférez-vous ?; la dernière génération; style ancien; Je déteste les téléphones portables;
84;Rocket - Green;44; Pour le dîner, préférez-vous sortir avec :; un politicien; un acteur/actrice; un chanteur;
85;Rocket - Green;44; Vous vous entraînez et vous n'en pouvez plus, comment vous comportez-vous ?; Je m'arrête et me repose; je fais un effort supplémentaire; Je dois arriver à atteindre mes objectifs et aller de l'avant;
86;Rocket - Green;44; En pensant à une pyramide, qu'est-ce qui vous vient à l'esprit ?; Puissance; une forme géométrique; une chose précieuse;
87;Rocket - Green;44; Vous avez enfin acheté une maison après tant de sacrifices, qu'en pensez-vous ?; j'en voudrais un plus grand; J'ai enfin réalisé mon rêve; rester en location aurait été un meilleur choix;
88;Rocket - Green;44; Les gens sont satisfaits parce que :; ils sont sages;ils ne veulent pas risquer; ils n'ont aucune ambition;
89;Rocket - Green;44; Vous faites des démarchages téléphoniques pour vendre un produit mais tout le monde vous raccroche au nez, comment vous comportez-vous ?; J'arrête et réessaye le lendemain; J'appelle jusqu'à ce que je réussisse dans mon intention; Je pense qu'il vaut mieux changer de travail;
90;Rocket - Green;44; Pouvez-vous gérer les revers qui se présentent à vous?; Bien sur; absolument pas; ça dépend de l'intensité du recul;
91;Rocket - Green;44; Quel rôle auriez-vous dans une comédie théâtrale ?; je serais la star; je serais un extra; je serais dans le public;
92;Rocket - Green;44; Si je devais choisir une de ces voitures...; sportif; citadine; fourgonnette;
93;Rocket - Green;44; Dans une course de relais à trois, dans quelles positions préféreriez-vous commencer ?; première; deuxième; troisième;
94;Rocket - Green;44; Considérez-vous une échéance comme quelque chose qui ne peut pas être reportée ou y a-t-il toujours du temps pour récupérer ?; inévitable; il est toujours temps; ça dépend du délai;
95;Rocket - Green;44; Réaliseriez-vous un film ?; oui; non;peut-être, je n'ai jamais essayé;
96;Rocket - Green;44; Vous souhaitez trier le courrier dans un bureau de poste ?; oui; non;peut-être, je n'ai jamais essayé;
97;Rocket - Green;44; Comment considérez-vous certaines de vos intuitions ?; unique; génial; J'ai rarement des idées;
98;Love - Red;27; Quand des amis parlent de sexe, que faites-vous ?; je ris et plaisante; Je suis embarrassé; j'essaie de changer de sujet;
99;Love - Red;27; Faites-vous souvent des blagues coquines ?; oui; non; rarement; très souvent
100;Love - Red;27; Prenez-vous souvent l'initiative avec lui/elle ?; oui; non; rarement; presque toujours
101;Love - Red;27; Quand un gentil garçon ou une gentille fille passe dans la rue, comment réagissez-vous ?; je suis indifférent; J'apprécie discrètement; je m'agite;
102;Love - Red;27; Aimez-vous embrasser les gens?; oui; non; suffisant;
103;Love - Red;27; Vous aimez prendre les gens que vous aimez par la main ?; oui; non; suffisant;
104;Love - Red;27; Écrivez-vous des notes à des personnes proches de vous ?; oui; non; quelquefois;
105;Love - Red;27; Utilisez-vous des surnoms affectueux avec les personnes qui vous sont chères ?; oui; non; quelquefois; très souvent
106;Love - Red;27; Vous confiez-vous aux autres ?; oui; non; quelquefois; très souvent
107;Love - Red;27; Vous aimez faire des cadeaux ?; oui; non; suffisant;
108;Love - Red;27; Vous aimez consoler les autres ?; oui; non; pas beaucoup;
109;Love - Red;27; Êtes-vous affectueux?; oui; non; rarement; très souvent
110;Love - Red;27; Que pensez-vous de l'amour ?; une chose merveilleuse; une illusion;je préfère l'amitié;
111;Love - Red;27; Que pensez-vous du mariage ?; quelque chose de dépassé; une expérience à faire; une illusion;
112;Love - Red;27; Regarder un coucher de soleil, quelles émotions ressentez-vous ?; indifférence; mélancolie; étonnement et émerveillement;
113;Love - Red;27; Pouvez-vous dire vos pensées les plus intimes?; oui; non; rarement; presque toujours
114;Love - Red;27; Êtes-vous une personne jalouse?; oui; non; rarement; très souvent
115;Love - Red;27; Un mensonge vous fait-il sourire ?; oui; non; seulement si pas sérieux;
116;Love - Red;27; Saurez-vous résister aux tentations ?; oui; non; rarement; presque toujours
117;Love - Pink;26; Faites-vous confiance aux autres ?; oui; non; rarement; presque toujours
118;Love - Pink;26; Avez-vous déjà rêvé de vivre sur une île déserte ?; oui; non; quelquefois;
119;Love - Pink;26; Cela vous rend-il nerveux de ne pas avoir d'êtres chers autour de vous ?; oui; non; suffisant;
120;Love - Pink;26; Vous sentez-vous traité comme les autres membres de votre famille ?; oui; non; rarement;
121;Love - Pink;26; Vous considérez-vous comme une personne unique et irremplaçable ?; oui; non; quelquefois; presque toujours
122;Love - Pink;26; Quand tout va bien dans une relation, avez-vous encore tendance à vous poser des questions ?; oui; non; quelquefois; presque toujours
123;Love - Pink;26; Considérez-vous Cléopâtre comme un personnage actuel ?; oui; non; pas beaucoup;
124;Love - Pink;26; J'aime les gens:; généreuse; confiant; timide;
125;Love - Pink;26; Avec votre partenaire, vous êtes :; loyal; passionné; froid;
126;Love - Pink;26;Êtes-vous intéressé par les nouvelles de potins?; Oui beaucoup; suffisant; en aucun cas;
127;Love - Pink;26; Vous recevez une lettre d'un vieil amour, comment vous sentez-vous ?; curieux; ennuyé; triste;
128;Love - Pink;26; Vous êtes fiancé depuis 2 ans...; Je t'aime comme au premier jour; j'ai besoin de réfléchir; J'aimerais rencontrer d'autres personnes;
129;Love - Pink;26; Comment imaginez-vous une demande en mariage ?; très romantique; je ne l'imagine pas; quelque chose d'improvisé;
130;Love - Pink;26; Lorsque vous tombez amoureux de quelqu'un, préférez-vous :; dis-lui tout de suite; attendre que l'autre personne fasse le premier pas; que les choses arrivent si elles doivent arriver;
131;Love - Pink;26; La personne que vous aimez vous offre quelque chose de recyclé à partir de ses affaires...; Je ne veux plus le/la voir; de toute façon il/elle a pensé à moi; Il/elle aurait pu faire mieux;
132;Love - Pink;26; Quitteriez-vous tout pour l'amour ?; non, il y a des choses plus importantes; oui tout de suite; je ne sais pas;
133;Love - Pink;26; Que pensez-vous des gens jaloux ?; ils ne sont pas sûrs;ils sont bons à être; Je pense qu'ils ont tort d'être;
134;Love - Pink;26; Avez-vous déjà rêvé d'une grande histoire d'amour ?; toujours; non, je suis déjà content; quelquefois;
135;Love - Pink;26; Quand quelqu'un que tu aimes passe une mauvaise journée, que fais-tu ?; Je lui demande de me dire ce qui s'est passé; Je préfère le/la laisser seul(e); je fais semblant de rien;
136;Love - Green;25; Vous aimez dédier une chanson à la personne que vous aimez ?; oui; non; je fais rarement;
137;Love - Green;25; L'amour à distance c'est :; une illusion; une bonne chose; le bon compromis;
138;Love - Green;25; Tu tombes toujours amoureux de la mauvaise personne...; Oui toujours; non, ça ne m'est jamais arrivé; ça m'est arrivé une fois;
139;Love - Green;25; Si vous tombiez amoureux d'une personne mariée, que feriez-vous ?; J'essaierais de l'oublier; Je lui conseillerais de quitter la maison; Je lui demande de s'enfuir ensemble;
140;Love - Green;25; Pouvoir changer la personne que l'on aime c'est...; possible avec de la patience; impossible; quelque chose qui n'a pas de sens;
141;Love - Green;25;Poursuivre une relation sans passion, c'est :; une chose normale dans le temps; une folie; quelque chose à discuter avec votre partenaire;
142;Love - Green;25; Accepteriez-vous une proposition indécente ?; absolument oui; absolument pas; ça dépend de l'offre;
143;Love - Green;25; Lorsque votre partenaire quitte la maison, que faites-vous ?; J'écris pour savoir où et avec qui il/elle est; je passe un bon moment rien que pour moi; J'attends qu'il/elle revienne;
144;Love - Green;25; Votre partenaire fréquente assidûment un club, qu'en pensez-vous ?; il/elle aime vraiment l'endroit; il/elle rencontre secrètement certaines personnes; je n'ai pas ce problème;
145;Love - Green;25; Le mariage d'un ami c'est :; un jour triste; l'occasion de faire un grand repas; une journée de grand bonheur;
146;Love - Green;25; Quelles émotions un paysage de campagne suscite-t-il en vous ?; sérénité; solitude; agitation;
147;Love - Green;25; Ils vous donnent des bons pour faire du shopping, que faites-vous ?; Je les utilise tous pour moi; j'en donne à ma famille;Je les partage avec des personnes moins fortunées;
148;Love - Green;25; Lors d'une bagarre avec votre partenaire, vous avez dit des choses blessantes que vous ne vouliez pas dire, comment vous comportez-vous ?; je m'excuse tout de suite; Je suis silencieuse; J'essaie de me calmer et d'essayer d'expliquer mes raisons;
149;Love - Green;25; Montrez votre affection...; donner des cadeaux; faire des petits gestes; être affectueux;
150;Love - Green;25; Vous offrez plus de cadeaux à :; votre partenaire; membre de votre famille; copains;
151;Love - Green;25; Le sexe est surestimé...; très vrai; faux; très souvent c'est;
152;Love - Green;25; Vous devez rejoindre votre partenaire et vous pouvez choisir entre une route rapide mais ennuyeuse et une route lente mais avec de beaux paysages, que choisissez-vous ?; rapide mais ennuyeux; lent avec de beaux paysages; cela dépend de mon humeur;
153;Love - Green;25; Un fleuriste vous propose d'offrir 20 roses à la personne que vous aimez, 10 rouges et 10 blanches, que choisissez-vous ?; je choisis un mélange; seulement les rouges; seulement les blancs;
154;Love - Green;25;Vous êtes à l'entrée de la maison de la personne que vous aimez et elle a un majordome, que faites-vous ?; Je demande au majordome de l'appeler; Je demande au majordome si je peux y aller seul; je ne sais pas comment me comporter;
155;Love - Gold;24; Vous avez acheté des roses pour la personne que vous aimez, où les placez-vous dans la maison ?; sur le lit; au-dessus d'une fenêtre; au-dessus d'une table;
156;Love - Gold;24; Vous entrez dans la chambre de la personne que vous aimez tôt le matin, que fait-elle ?; il/elle dort; il/elle est éveillé; il/elle lit un livre;
157;Love - Gold;24; Vous revenez d'une soirée chez la personne que vous aimez et vous avez le choix entre une route rapide mais ennuyeuse et une route lente avec de beaux paysages, que choisissez-vous ?; rapide mais ennuyeux; lent avec de beaux paysages; ça dépend comment s'est passé la soirée;
158;Love - Gold;24; Croyez-vous au coup de foudre?; oui; non; j'espère que ça pourra m'arriver;
159;Love - Gold;24; Vous tombez amoureux d'une personne en un rien de temps ?; oui; non; je suis arrivé;
160;Love - Gold;24; Quand vous pensez à l'amour, avez-vous tendance à créer des illusions ?; très souvent; jamais; quelquefois;
161;Love - Gold;24;Seriez-vous prêt à suivre la personne que vous aimez n'importe où ?; oui; non; ça dépend de beaucoup de choses;
162;Love - Gold;24; Pouvez-vous déjà reconnaître un amour potentiel dès les premières attitudes ?; oui; non; je suis arrivé;
163;Love - Gold;24; Laquelle de ces choses est fondamentale pour vous dans une relation amoureuse ?; enthousiasme; affection; fidélité;
164;Love - Gold;24; Avez-vous déjà raté une grande histoire d'amour ?; Malheureusement oui; non; peut-être, dans le passé;
165;Love - Gold;24; Commencer une romance affecte-t-il votre vie quotidienne ?; assurément; non; certainement, au moins en partie;
166;Love - Gold;24; Ça vous manque d'avoir quelqu'un à aimer à vos côtés ?; oui; non; quelquefois;
167;Love - Gold;24; Vous devez faire un long voyage mais vous êtes récemment tombé amoureux, que faites-vous ?; Je prends mon nouvel amour avec moi; Je pars, mais avec de la tristesse dans mon cœur; Je pars sans réfléchir un instant;
168;Love - Gold;24; Pensez-vous souvent à l'avenir avec votre partenaire ?; j'y pense toujours; quelquefois; jamais;
169;Love - Gold;24; Pensez-vous que votre partenaire vous aiderait financièrement si vous perdiez votre emploi ?; assurément; Je ne pense pas; peut-être que ce n'est jamais arrivé;
170;Love - Gold;24;Êtes-vous curieux de savoir ce que fait votre partenaire lorsqu'il n'est pas avec vous ?; vraiment vraiment beaucoup; non; quelquefois;
171;Love - Gold;24; Lorsque vous êtes avec votre partenaire, faites-vous attention aux mots que vous utilisez ?; non; oui; rarement; très souvent
172;Love - Gold;24; Avez-vous un comportement enfantin avec votre partenaire ?; oui; non; rarement; très souvent
173;Love - Gold;24; Aimez-vous les amis de votre partenaire ?; oui; non; juste un peu;
174;Love - Blue;23; Avez-vous déjà pensé que votre partenaire vous trompe ?; non; oui; il m'est arrivé de le penser;
175;Love - Blue;23; Lorsque vous êtes seul dans un bel endroit, pensez-vous tout de suite à y aller avec votre partenaire ?; non; oui; rarement; très souvent
176;Love - Blue;23; Sortez-vous souvent avec votre partenaire et un autre couple ?; rarement; oui; nous sortons toujours seuls;
177;Love - Blue;23;"""L’amour est un égoïsme à deux.”";je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
178;Love - Blue;23;“Ceux qui vivent d’amour vivent d’éternité.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
179;Love - Blue;23;“Aimer, c’est trouver sa richesse hors de soi.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
180;Love - Blue;23;“L’amour consiste à être bête ensemble.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
181;Love - Blue;23;“On n’aime que ce qu’on ne possède pas tout entier.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
182;Love - Blue;23;“L’amour véritable consiste à accepter les autres tels qu’ils sont sans essayer de les changer.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
183;Love - Blue;23;“Il n’est de grand amour qu’à l’ombre d’un grand rêve.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
184;Love - Blue;23;“Nous ne sommes jamais aussi mal protégés contre la souffrance que lorsque nous aimons.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
185;Love - Blue;23;“Ceux qu’on aime, on ne les juge pas.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
186;Love - Blue;23;“Quand un homme n’a pas peur de coucher avec une femme, c’est qu’il ne l’aime pas.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
187;Love - Blue;23;“Comparer en amour, c’est déjà ne plus aimer.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
188;Love - Blue;23;“Les plaisirs de l’amour sont les seuls vrais plaisirs de la vie corporelle.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
189;Love - Blue;23;“Quand on n’aime pas trop, on n’aime pas assez.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
190;Love - Blue;23;“La vie est trop courte pour la gaspiller à poursuivre un amour impossible.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
191;Love - Blue;23;“Vivre sans amour n’est pas vivre, et vivre dans l’amour sans souffrir est impossible.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
192;Help;13; Si vous écoutez des émissions qui parlent de médicaments ou de drogues, ressentez-vous les symptômes qui y sont décrits ?; oui; non; rarement; très souvent
193;Help;13; Avez-vous peur de conduire sur des routes que vous n'avez jamais parcourues auparavant ?; oui; non; quelquefois;
194;Help;13; Dormez-vous bien la nuit ?; oui; non; rarement; presque toujours
195;Help;13; As-tu peur du noir?; oui; non; ça dépend où je suis;
196;Help;13; Affrontez-vous les imprévus avec sérénité ?; oui; non; rarement; presque toujours
197;Help;13;Pouvez-vous maintenir votre concentration pendant une période prolongée ?; oui; non; rarement; presque toujours
198;Help;13; Vous réservez toujours avant de partir en vacances ?; oui; non; presque toujours;
199;Help;13; Vous détendez-vous en vacances ?; oui; non; presque toujours; rarement
200;Help;13; Avant de dormir, préparez-vous les vêtements à porter le lendemain ?; oui; non; très souvent; rarement
201;Help;13; Quand une personne qui vous est chère tarde, pensez-vous que quelque chose de mal s'est passé ?; oui; non; très souvent; rarement
202;Help;13; Avez-vous parfois l'impression d'avoir du mal à respirer ?; oui; non; très souvent; rarement
203;Help;13; Avez-vous des cauchemars?; toujours; souvent; quelquefois; jamais
204;Help;13; Vous sentez-vous incapable d'accomplir certaines tâches importantes qui vous sont confiées?; oui; non; quelquefois; très souvent
205;Help;13; Avez-vous des tics ?; oui; non; parfois j'ai l'impression d'avoir;
206;Help;13; Diges-tu bien ?; oui; non; rarement; presque toujours
